sub	sess	t	cond	loc	prob	tgt
1	0	47	1	16	2.500000e-01	26
1	0	48	1	16	2.500000e-01	46
1	0	49	1	9	2.500000e-01	20
1	0	50	1	9	2.500000e-01	11
1	0	51	1	9	2.500000e-01	36
1	0	52	1	16	2.500000e-01	55
1	0	53	2	10	8.333333e-02	38
1	0	54	1	9	2.500000e-01	15
1	0	55	2	2	8.333333e-02	4
1	0	56	1	9	2.500000e-01	49
1	0	57	2	2	8.333333e-02	58
1	0	58	1	9	2.500000e-01	53
1	0	59	1	7	2.500000e-01	34
1	0	60	1	2	2.500000e-01	78
1	0	61	2	8	8.333333e-02	56
1	0	62	2	14	8.333333e-02	27
1	0	63	1	9	2.500000e-01	75
1	0	64	2	1	8.333333e-02	71
1	0	65	2	4	8.333333e-02	57
1	0	66	1	2	2.500000e-01	4
1	0	67	2	2	8.333333e-02	47
1	0	68	2	10	8.333333e-02	16
1	0	69	2	10	8.333333e-02	23
1	0	70	1	2	2.500000e-01	9
1	0	71	2	14	8.333333e-02	67
1	0	72	2	14	8.333333e-02	14
1	0	73	2	2	8.333333e-02	33
1	0	74	2	4	8.333333e-02	22
1	0	75	1	2	2.500000e-01	70
1	0	76	1	7	2.500000e-01	44
1	0	77	2	15	8.333333e-02	26
1	0	78	2	11	8.333333e-02	35
1	0	79	1	2	2.500000e-01	56
1	0	80	2	1	8.333333e-02	69
1	0	81	1	9	2.500000e-01	58
1	0	82	2	9	8.333333e-02	3
1	0	83	1	9	2.500000e-01	80
1	0	84	2	11	8.333333e-02	79
1	0	85	2	1	8.333333e-02	32
1	0	86	1	2	2.500000e-01	14
1	0	87	2	6	8.333333e-02	41
1	0	88	1	16	2.500000e-01	71
1	0	89	2	14	8.333333e-02	59
1	0	90	1	9	2.500000e-01	41
1	0	91	2	1	8.333333e-02	64
1	0	92	2	11	8.333333e-02	8
1	0	93	1	2	2.500000e-01	62
1	0	94	1	9	2.500000e-01	54
1	0	95	1	9	2.500000e-01	76
1	0	96	1	16	2.500000e-01	65
1	0	97	1	16	2.500000e-01	73
1	0	98	1	9	2.500000e-01	67
1	0	99	2	6	8.333333e-02	77
1	0	100	2	14	8.333333e-02	15
1	0	101	1	9	2.500000e-01	12
1	0	102	2	2	8.333333e-02	68
1	0	103	1	7	2.500000e-01	38
1	0	104	2	4	8.333333e-02	13
1	0	105	2	9	8.333333e-02	18
1	0	106	1	2	2.500000e-01	40
1	0	107	2	15	8.333333e-02	17
1	0	108	1	16	2.500000e-01	68
1	0	109	2	6	8.333333e-02	46
1	0	110	2	7	8.333333e-02	63
1	0	111	1	16	2.500000e-01	61
1	0	112	2	6	8.333333e-02	62
1	0	113	2	6	8.333333e-02	29
1	0	114	1	2	2.500000e-01	39
1	0	115	2	1	8.333333e-02	37
1	0	116	1	16	2.500000e-01	37
1	0	117	2	10	8.333333e-02	6
1	0	118	1	2	2.500000e-01	8
1	0	119	1	7	2.500000e-01	31
1	0	120	2	10	8.333333e-02	65
1	0	121	1	7	2.500000e-01	52
1	0	122	1	16	2.500000e-01	23
1	0	123	1	7	2.500000e-01	30
1	0	124	1	7	2.500000e-01	51
1	0	125	1	7	2.500000e-01	24
1	0	126	1	9	2.500000e-01	63
1	0	127	1	7	2.500000e-01	10
1	0	128	2	8	8.333333e-02	60
1	0	129	1	9	2.500000e-01	1
1	0	130	2	4	8.333333e-02	19
1	0	131	1	2	2.500000e-01	77
1	0	132	1	7	2.500000e-01	72
1	0	133	1	2	2.500000e-01	47
1	0	134	2	14	8.333333e-02	11
1	0	135	1	9	2.500000e-01	3
1	0	136	2	10	8.333333e-02	75
1	0	137	2	9	8.333333e-02	2
1	0	138	2	10	8.333333e-02	12
1	0	139	2	2	8.333333e-02	73
1	0	140	2	9	8.333333e-02	55
1	0	141	2	12	8.333333e-02	25
1	0	142	1	7	2.500000e-01	5
1	0	143	1	7	2.500000e-01	28
1	0	144	2	1	8.333333e-02	10
1	0	145	2	15	8.333333e-02	39
1	0	146	2	8	8.333333e-02	9
1	0	147	1	16	2.500000e-01	16
1	0	148	1	16	2.500000e-01	45
1	0	149	2	7	8.333333e-02	54
1	0	150	2	11	8.333333e-02	51
1	0	151	1	9	2.500000e-01	74
1	0	152	1	2	2.500000e-01	7
1	0	153	1	9	2.500000e-01	32
1	0	154	2	11	8.333333e-02	80
1	0	155	1	7	2.500000e-01	50
1	0	156	1	2	2.500000e-01	33
1	0	157	2	15	8.333333e-02	43
1	0	158	2	11	8.333333e-02	45
1	0	159	2	6	8.333333e-02	49
1	0	160	2	6	8.333333e-02	52
