sub	sess	t	cond	loc	prob	tgt
1	2	55	2	9	2.500000e-01	10
1	2	56	2	2	2.500000e-01	52
1	2	57	2	9	2.500000e-01	36
1	2	58	1	11	2.500000e-01	33
1	2	59	2	7	2.500000e-01	59
1	2	60	1	8	2.500000e-01	17
1	2	61	1	8	2.500000e-01	38
1	2	62	2	9	2.500000e-01	41
1	2	63	2	7	2.500000e-01	61
1	2	64	1	11	2.500000e-01	60
1	2	65	1	13	2.500000e-01	44
1	2	66	2	9	2.500000e-01	43
1	2	67	2	2	2.500000e-01	80
1	2	68	2	2	2.500000e-01	56
1	2	69	1	8	2.500000e-01	11
1	2	70	2	9	2.500000e-01	60
1	2	71	1	8	2.500000e-01	56
1	2	72	1	2	2.500000e-01	65
1	2	73	1	2	2.500000e-01	13
1	2	74	2	16	2.500000e-01	40
1	2	75	1	2	2.500000e-01	22
1	2	76	2	16	2.500000e-01	11
1	2	77	1	11	2.500000e-01	55
1	2	78	1	13	2.500000e-01	34
1	2	79	1	2	2.500000e-01	5
1	2	80	1	11	2.500000e-01	31
1	2	81	1	11	2.500000e-01	45
1	2	82	1	8	2.500000e-01	46
1	2	83	2	16	2.500000e-01	34
1	2	84	2	2	2.500000e-01	18
1	2	85	2	7	2.500000e-01	39
1	2	86	1	2	2.500000e-01	69
1	2	87	1	2	2.500000e-01	40
1	2	88	1	2	2.500000e-01	35
1	2	89	1	8	2.500000e-01	77
1	2	90	2	7	2.500000e-01	31
1	2	91	2	2	2.500000e-01	78
1	2	92	1	11	2.500000e-01	67
1	2	93	2	9	2.500000e-01	16
1	2	94	1	13	2.500000e-01	25
1	2	95	2	16	2.500000e-01	71
1	2	96	2	2	2.500000e-01	46
1	2	97	1	11	2.500000e-01	76
1	2	98	2	9	2.500000e-01	2
1	2	99	2	2	2.500000e-01	38
1	2	100	2	9	2.500000e-01	17
1	2	101	2	16	2.500000e-01	28
1	2	102	2	7	2.500000e-01	53
1	2	103	1	8	2.500000e-01	6
1	2	104	2	9	2.500000e-01	57
1	2	105	2	9	2.500000e-01	62
1	2	106	2	7	2.500000e-01	14
1	2	107	2	2	2.500000e-01	21
1	2	108	1	11	2.500000e-01	68
1	2	109	1	13	2.500000e-01	28
1	2	110	2	2	2.500000e-01	72
1	2	111	1	11	2.500000e-01	57
1	2	112	1	11	2.500000e-01	30
1	2	113	1	13	2.500000e-01	54
1	2	114	1	13	2.500000e-01	61
1	2	115	2	9	2.500000e-01	48
1	2	116	2	7	2.500000e-01	33
1	2	117	2	16	2.500000e-01	15
1	2	118	2	16	2.500000e-01	42
1	2	119	1	8	2.500000e-01	70
1	2	120	2	16	2.500000e-01	79
1	2	121	2	16	2.500000e-01	51
1	2	122	1	13	2.500000e-01	52
1	2	123	2	16	2.500000e-01	50
1	2	124	1	8	2.500000e-01	71
1	2	125	1	13	2.500000e-01	20
1	2	126	1	11	2.500000e-01	80
1	2	127	1	8	2.500000e-01	51
1	2	128	1	11	2.500000e-01	62
1	2	129	2	2	2.500000e-01	9
1	2	130	1	11	2.500000e-01	50
1	2	131	1	8	2.500000e-01	4
1	2	132	2	9	2.500000e-01	58
1	2	133	1	11	2.500000e-01	41
1	2	134	1	2	2.500000e-01	75
1	2	135	1	2	2.500000e-01	42
1	2	136	2	16	2.500000e-01	47
1	2	137	1	2	2.500000e-01	47
1	2	138	1	13	2.500000e-01	27
1	2	139	1	2	2.500000e-01	73
1	2	140	2	9	2.500000e-01	1
1	2	141	1	8	2.500000e-01	19
1	2	142	2	16	2.500000e-01	75
1	2	143	2	2	2.500000e-01	20
1	2	144	1	8	2.500000e-01	66
1	2	145	2	7	2.500000e-01	64
1	2	146	1	11	2.500000e-01	26
1	2	147	1	11	2.500000e-01	37
1	2	148	1	13	2.500000e-01	23
1	2	149	1	11	2.500000e-01	32
1	2	150	1	13	2.500000e-01	48
1	2	151	2	16	2.500000e-01	73
1	2	152	2	16	2.500000e-01	55
1	2	153	2	9	2.500000e-01	44
1	2	154	2	16	2.500000e-01	26
1	2	155	1	11	2.500000e-01	53
1	2	156	1	8	2.500000e-01	63
1	2	157	2	16	2.500000e-01	4
1	2	158	2	2	2.500000e-01	37
1	2	159	2	7	2.500000e-01	66
1	2	160	1	8	2.500000e-01	12
